#********** START OF renumber-sheet.ulp ULP Version 4.4.4 05-09-2016 :21:45:09 LOG **********#
#OldRef				SheetNumber	NewRef
CAM				1	CAM45
STATUS				1	STATUS45
S_RUD				1	S_RUD45
S_WINCH				1	S_WINCH45
WIND				1	WIND45
#********** END OF renumber-sheet.ulp ULP Version 4.4.4 05-09-2016 :21:45:09 LOG **********#

#********** START OF fix_via_hack.ulp ULP Version 4.6.0 05-09-2016 :21:45:46 LOG **********#
TRACK	WireCount=1		Net=GND				start(X=75950.000000 Y=27750.000000)	end(X=77000.000000 Y=27750.000000 )
TRACK	WireCount=2		Net=GND				start(X=77000.000000 Y=27750.000000)	end(X=77000.000000 Y=27850.000000 )
TRACK	WireCount=3		Net=GND				start(X=60000.000000 Y=12000.000000)	end(X=60000.000000 Y=11000.000000 )
TRACK	WireCount=4		Net=GND				start(X=23850.000000 Y=46100.000000)	end(X=23850.000000 Y=45300.000000 )
TRACK	WireCount=5		Net=GND				start(X=23850.000000 Y=45300.000000)	end(X=24250.000000 Y=45300.000000 )
TRACK	WireCount=6		Net=GND				start(X=24250.000000 Y=45300.000000)	end(X=24250.000000 Y=45700.000000 )
TRACK	WireCount=7		Net=GND				start(X=24250.000000 Y=45700.000000)	end(X=24100.000000 Y=45700.000000 )
TRACK	WireCount=8		Net=GND				start(X=76000.000000 Y=27750.000000)	end(X=75850.000000 Y=27750.000000 )
TRACK	WireCount=9		Net=GND				start(X=75600.000000 Y=28000.000000)	end(X=75550.000000 Y=28000.000000 )
TRACK	WireCount=10		Net=GND				start(X=75550.000000 Y=28000.000000)	end(X=75550.000000 Y=29600.000000 )
TRACK	WireCount=11		Net=GND				start(X=75550.000000 Y=29600.000000)	end(X=76450.000000 Y=29600.000000 )
TRACK	WireCount=12		Net=GND				start(X=76450.000000 Y=29600.000000)	end(X=76450.000000 Y=29500.000000 )
TRACK	WireCount=13		Net=GND				start(X=76450.000000 Y=29500.000000)	end(X=76350.000000 Y=29500.000000 )
TRACK	WireCount=14		Net=GND				start(X=76350.000000 Y=29500.000000)	end(X=76350.000000 Y=28200.000000 )
TRACK	WireCount=15		Net=GND				start(X=76350.000000 Y=28200.000000)	end(X=75900.000000 Y=28200.000000 )
TRACK	WireCount=16		Net=GND				start(X=75900.000000 Y=28200.000000)	end(X=75900.000000 Y=29100.000000 )
Package Name Conflict: Package=0805 from Internal SCH lib=SparkFun-Capacitors  With Package=0805 from LIB=SparkFun
Package Name Conflict: Package=0805 from Internal SCH lib=SparkFun-Capacitors  With Package=0805 from LIB=SparkFun-Passives
Package Name Conflict: Package=0805 from Internal SCH lib=SparkFun-Capacitors  With Package=0805 from LIB=SparkFun-Resistors
Package Name Conflict: Package=1206 from Internal SCH lib=SparkFun-Capacitors  With Package=1206 from LIB=SparkFun
Package Name Conflict: Package=1206 from Internal SCH lib=SparkFun-Capacitors  With Package=1206 from LIB=SparkFun-Passives
Package Name Conflict: Package=1206 from Internal SCH lib=SparkFun-Capacitors  With Package=1206 from LIB=SparkFun-Resistors
Package Name Conflict: Package=1210 from Internal SCH lib=SparkFun-Capacitors  With Package=1210 from LIB=SparkFun
Package Name Conflict: Package=1210 from Internal SCH lib=SparkFun-Capacitors  With Package=1210 from LIB=SparkFun-Passives
Package Name Conflict: Package=AXIAL-5MM from Internal SCH lib=SparkFun-Capacitors  With Package=AXIAL-5MM from LIB=SparkFun
Package Name Conflict: Package=AXIAL-5MM from Internal SCH lib=SparkFun-Capacitors  With Package=AXIAL-5MM from LIB=SparkFun-Passives
Package Name Conflict: Package=CAP-PTH-5MM from Internal SCH lib=SparkFun-Capacitors  With Package=CAP-PTH-5MM from LIB=SparkFun
Package Name Conflict: Package=CAP-PTH-5MM from Internal SCH lib=SparkFun-Capacitors  With Package=CAP-PTH-5MM from LIB=SparkFun-Passives
Package Name Conflict: Package=CAP-PTH-LARGE from Internal SCH lib=SparkFun-Capacitors  With Package=CAP-PTH-LARGE from LIB=SparkFun
Package Name Conflict: Package=CAP-PTH-LARGE from Internal SCH lib=SparkFun-Capacitors  With Package=CAP-PTH-LARGE from LIB=SparkFun-Passives
Package Name Conflict: Package=CAP-PTH-SMALL from Internal SCH lib=SparkFun-Capacitors  With Package=CAP-PTH-SMALL from LIB=SparkFun
Package Name Conflict: Package=CAP-PTH-SMALL from Internal SCH lib=SparkFun-Capacitors  With Package=CAP-PTH-SMALL from LIB=SparkFun-Passives
Package Name Conflict: Package=CAP-PTH-SMALL-KIT from Internal SCH lib=SparkFun-Capacitors  With Package=CAP-PTH-SMALL-KIT from LIB=SparkFun-Passives
Package Name Conflict: Package=CAP-PTH-SMALL2 from Internal SCH lib=SparkFun-Capacitors  With Package=CAP-PTH-SMALL2 from LIB=SparkFun
Package Name Conflict: Package=CAP-PTH-SMALL2 from Internal SCH lib=SparkFun-Capacitors  With Package=CAP-PTH-SMALL2 from LIB=SparkFun-Passives
Package Name Conflict: Package=CTZ3 from Internal SCH lib=SparkFun-Capacitors  With Package=CTZ3 from LIB=SparkFun
Package Name Conflict: Package=CTZ3 from Internal SCH lib=SparkFun-Capacitors  With Package=CTZ3 from LIB=SparkFun-Passives
Package Name Conflict: Package=GRM43D from Internal SCH lib=SparkFun-Capacitors  With Package=GRM43D from LIB=SparkFun
Package Name Conflict: Package=GRM43D from Internal SCH lib=SparkFun-Capacitors  With Package=GRM43D from LIB=SparkFun-Passives
Package Name Conflict: Package=SOT23-3 from Internal SCH lib=SparkFun-DiscreteSemi  With Package=SOT23-3 from LIB=SparkFun
Device Name Conflict: Device=CAP0402-CAP from Internal SCH lib=SparkFun-Passives  With Device=CAP0402-CAP from LIB=SparkFun
Device Name Conflict: Device=CAP0402-CAP from Internal SCH lib=SparkFun-Passives  With Device=CAP0402-CAP from LIB=SparkFun-Capacitors
Device Name Conflict: Device=CAP0603-CAP from Internal SCH lib=SparkFun-Passives  With Device=CAP0603-CAP from LIB=SparkFun
Device Name Conflict: Device=CAP0603-CAP from Internal SCH lib=SparkFun-Passives  With Device=CAP0603-CAP from LIB=SparkFun-Capacitors
Device Name Conflict: Device=CAP0805 from Internal SCH lib=SparkFun-Passives  With Device=CAP0805 from LIB=SparkFun
Device Name Conflict: Device=CAP0805 from Internal SCH lib=SparkFun-Passives  With Device=CAP0805 from LIB=SparkFun-Capacitors
Device Name Conflict: Device=CAP1206 from Internal SCH lib=SparkFun-Passives  With Device=CAP1206 from LIB=SparkFun
Device Name Conflict: Device=CAP1206 from Internal SCH lib=SparkFun-Passives  With Device=CAP1206 from LIB=SparkFun-Capacitors
Device Name Conflict: Device=CAP1210 from Internal SCH lib=SparkFun-Passives  With Device=CAP1210 from LIB=SparkFun
Device Name Conflict: Device=CAP1210 from Internal SCH lib=SparkFun-Passives  With Device=CAP1210 from LIB=SparkFun-Capacitors
Device Name Conflict: Device=CAPASMD from Internal SCH lib=SparkFun-Passives  With Device=CAPASMD from LIB=SparkFun
Device Name Conflict: Device=CAPASMD from Internal SCH lib=SparkFun-Passives  With Device=CAPASMD from LIB=SparkFun-Capacitors
Device Name Conflict: Device=CAPKIT from Internal SCH lib=SparkFun-Passives  With Device=CAPKIT from LIB=SparkFun-Capacitors
Device Name Conflict: Device=CAPPTH from Internal SCH lib=SparkFun-Passives  With Device=CAPPTH from LIB=SparkFun
Device Name Conflict: Device=CAPPTH from Internal SCH lib=SparkFun-Passives  With Device=CAPPTH from LIB=SparkFun-Capacitors
Device Name Conflict: Device=CAPPTH1 from Internal SCH lib=SparkFun-Passives  With Device=CAPPTH1 from LIB=SparkFun
Device Name Conflict: Device=CAPPTH1 from Internal SCH lib=SparkFun-Passives  With Device=CAPPTH1 from LIB=SparkFun-Capacitors
Device Name Conflict: Device=CAPPTH2 from Internal SCH lib=SparkFun-Passives  With Device=CAPPTH2 from LIB=SparkFun
Device Name Conflict: Device=CAPPTH2 from Internal SCH lib=SparkFun-Passives  With Device=CAPPTH2 from LIB=SparkFun-Capacitors
Device Name Conflict: Device=CAPPTH3 from Internal SCH lib=SparkFun-Passives  With Device=CAPPTH3 from LIB=SparkFun
Device Name Conflict: Device=CAPPTH3 from Internal SCH lib=SparkFun-Passives  With Device=CAPPTH3 from LIB=SparkFun-Capacitors
Device Name Conflict: Device=CAPSMD from Internal SCH lib=SparkFun-Passives  With Device=CAPSMD from LIB=SparkFun
Device Name Conflict: Device=CAPSMD from Internal SCH lib=SparkFun-Passives  With Device=CAPSMD from LIB=SparkFun-Capacitors
Device Name Conflict: Device=CAP_ from Internal SCH lib=SparkFun-Passives  With Device=CAP_ from LIB=SparkFun
Device Name Conflict: Device=CAP_ from Internal SCH lib=SparkFun-Passives  With Device=CAP_ from LIB=SparkFun-Capacitors
Device Name Conflict: Device=RESISTOR0402-RES from Internal SCH lib=SparkFun-Passives  With Device=RESISTOR0402-RES from LIB=SparkFun
Device Name Conflict: Device=RESISTOR0603-RES from Internal SCH lib=SparkFun-Passives  With Device=RESISTOR0603-RES from LIB=SparkFun
Device Name Conflict: Device=RESISTOR0603-RES from Internal SCH lib=SparkFun-Passives  With Device=RESISTOR0603-RES from LIB=SparkFun-Resistors
Device Name Conflict: Device=RESISTOR0805-RES from Internal SCH lib=SparkFun-Passives  With Device=RESISTOR0805-RES from LIB=SparkFun
Device Name Conflict: Device=RESISTOR0805-RES from Internal SCH lib=SparkFun-Passives  With Device=RESISTOR0805-RES from LIB=SparkFun-Resistors
Device Name Conflict: Device=RESISTOR1206 from Internal SCH lib=SparkFun-Passives  With Device=RESISTOR1206 from LIB=SparkFun
Device Name Conflict: Device=RESISTOR1206 from Internal SCH lib=SparkFun-Passives  With Device=RESISTOR1206 from LIB=SparkFun-Resistors
Device Name Conflict: Device=RESISTOR2010 from Internal SCH lib=SparkFun-Passives  With Device=RESISTOR2010 from LIB=SparkFun
Device Name Conflict: Device=RESISTOR2010 from Internal SCH lib=SparkFun-Passives  With Device=RESISTOR2010 from LIB=SparkFun-Resistors
Device Name Conflict: Device=RESISTOR2512 from Internal SCH lib=SparkFun-Passives  With Device=RESISTOR2512 from LIB=SparkFun
Device Name Conflict: Device=RESISTOR2512 from Internal SCH lib=SparkFun-Passives  With Device=RESISTOR2512 from LIB=SparkFun-Resistors
Device Name Conflict: Device=RESISTORAXIAL-0.3 from Internal SCH lib=SparkFun-Passives  With Device=RESISTORAXIAL-0.3 from LIB=SparkFun
Device Name Conflict: Device=RESISTORAXIAL-0.3 from Internal SCH lib=SparkFun-Passives  With Device=RESISTORAXIAL-0.3 from LIB=SparkFun-Resistors
Device Name Conflict: Device=RESISTOREZ from Internal SCH lib=SparkFun-Passives  With Device=RESISTOREZ from LIB=SparkFun-Resistors
Device Name Conflict: Device=RESISTORKIT from Internal SCH lib=SparkFun-Passives  With Device=RESISTORKIT from LIB=SparkFun-Resistors
Device Name Conflict: Device=RESISTORPTH-1/2W from Internal SCH lib=SparkFun-Passives  With Device=RESISTORPTH-1/2W from LIB=SparkFun
Device Name Conflict: Device=RESISTORPTH-1/2W from Internal SCH lib=SparkFun-Passives  With Device=RESISTORPTH-1/2W from LIB=SparkFun-Resistors
Device Name Conflict: Device=RESISTORPTH-1/4W from Internal SCH lib=SparkFun-Passives  With Device=RESISTORPTH-1/4W from LIB=SparkFun
Device Name Conflict: Device=RESISTORPTH-1/4W from Internal SCH lib=SparkFun-Passives  With Device=RESISTORPTH-1/4W from LIB=SparkFun-Resistors
Device Name Conflict: Device=RESISTORPTH-1/6W from Internal SCH lib=SparkFun-Passives  With Device=RESISTORPTH-1/6W from LIB=SparkFun
Device Name Conflict: Device=RESISTORPTH-1/6W from Internal SCH lib=SparkFun-Passives  With Device=RESISTORPTH-1/6W from LIB=SparkFun-Resistors
Device Name Conflict: Device=RESISTORPTH-1W from Internal SCH lib=SparkFun-Passives  With Device=RESISTORPTH-1W from LIB=SparkFun
Device Name Conflict: Device=RESISTORPTH-1W from Internal SCH lib=SparkFun-Passives  With Device=RESISTORPTH-1W from LIB=SparkFun-Resistors
Device Name Conflict: Device=RESISTORPTH-2W from Internal SCH lib=SparkFun-Passives  With Device=RESISTORPTH-2W from LIB=SparkFun
Device Name Conflict: Device=RESISTORPTH-2W from Internal SCH lib=SparkFun-Passives  With Device=RESISTORPTH-2W from LIB=SparkFun-Resistors
Symbol Name Conflict: Symbol=CAP from Internal SCH lib=SparkFun-Passives  With Symbol=CAP from LIB=SparkFun
Symbol Name Conflict: Symbol=CAP from Internal SCH lib=SparkFun-Passives  With Symbol=CAP from LIB=SparkFun-Capacitors
Symbol Name Conflict: Symbol=RESISTOR from Internal SCH lib=SparkFun-Passives  With Symbol=RESISTOR from LIB=SparkFun
Symbol Name Conflict: Symbol=RESISTOR from Internal SCH lib=SparkFun-Passives  With Symbol=RESISTOR from LIB=SparkFun-Resistors
Package Name Conflict: Package=1/6W-RES from Internal SCH lib=SparkFun-Passives  With Package=1/6W-RES from LIB=SparkFun
Package Name Conflict: Package=1/6W-RES from Internal SCH lib=SparkFun-Passives  With Package=1/6W-RES from LIB=SparkFun-Resistors
Package Name Conflict: Package=0402-CAP from Internal SCH lib=SparkFun-Passives  With Package=0402-CAP from LIB=SparkFun
Package Name Conflict: Package=0402-CAP from Internal SCH lib=SparkFun-Passives  With Package=0402-CAP from LIB=SparkFun-Capacitors
Package Name Conflict: Package=0402-RES from Internal SCH lib=SparkFun-Passives  With Package=0402-RES from LIB=SparkFun
Package Name Conflict: Package=0603-CAP from Internal SCH lib=SparkFun-Passives  With Package=0603-CAP from LIB=SparkFun
Package Name Conflict: Package=0603-CAP from Internal SCH lib=SparkFun-Passives  With Package=0603-CAP from LIB=SparkFun-Capacitors
Package Name Conflict: Package=0603-RES from Internal SCH lib=SparkFun-Passives  With Package=0603-RES from LIB=SparkFun
Package Name Conflict: Package=0603-RES from Internal SCH lib=SparkFun-Passives  With Package=0603-RES from LIB=SparkFun-Resistors
Package Name Conflict: Package=0805 from Internal SCH lib=SparkFun-Passives  With Package=0805 from LIB=SparkFun
Package Name Conflict: Package=0805 from Internal SCH lib=SparkFun-Passives  With Package=0805 from LIB=SparkFun-Capacitors
Package Name Conflict: Package=0805 from Internal SCH lib=SparkFun-Passives  With Package=0805 from LIB=SparkFun-Resistors
Package Name Conflict: Package=1206 from Internal SCH lib=SparkFun-Passives  With Package=1206 from LIB=SparkFun
Package Name Conflict: Package=1206 from Internal SCH lib=SparkFun-Passives  With Package=1206 from LIB=SparkFun-Capacitors
Package Name Conflict: Package=1206 from Internal SCH lib=SparkFun-Passives  With Package=1206 from LIB=SparkFun-Resistors
Package Name Conflict: Package=1210 from Internal SCH lib=SparkFun-Passives  With Package=1210 from LIB=SparkFun
Package Name Conflict: Package=1210 from Internal SCH lib=SparkFun-Passives  With Package=1210 from LIB=SparkFun-Capacitors
Package Name Conflict: Package=AXIAL-0.3 from Internal SCH lib=SparkFun-Passives  With Package=AXIAL-0.3 from LIB=SparkFun
Package Name Conflict: Package=AXIAL-0.3 from Internal SCH lib=SparkFun-Passives  With Package=AXIAL-0.3 from LIB=SparkFun-Resistors
Package Name Conflict: Package=AXIAL-0.3-KIT from Internal SCH lib=SparkFun-Passives  With Package=AXIAL-0.3-KIT from LIB=SparkFun-Resistors
Package Name Conflict: Package=AXIAL-0.3EZ from Internal SCH lib=SparkFun-Passives  With Package=AXIAL-0.3EZ from LIB=SparkFun-Resistors
Package Name Conflict: Package=AXIAL-0.4 from Internal SCH lib=SparkFun-Passives  With Package=AXIAL-0.4 from LIB=SparkFun
Package Name Conflict: Package=AXIAL-0.4 from Internal SCH lib=SparkFun-Passives  With Package=AXIAL-0.4 from LIB=SparkFun-Resistors
Package Name Conflict: Package=AXIAL-0.5 from Internal SCH lib=SparkFun-Passives  With Package=AXIAL-0.5 from LIB=SparkFun
Package Name Conflict: Package=AXIAL-0.5 from Internal SCH lib=SparkFun-Passives  With Package=AXIAL-0.5 from LIB=SparkFun-Resistors
Package Name Conflict: Package=AXIAL-0.6 from Internal SCH lib=SparkFun-Passives  With Package=AXIAL-0.6 from LIB=SparkFun
Package Name Conflict: Package=AXIAL-0.6 from Internal SCH lib=SparkFun-Passives  With Package=AXIAL-0.6 from LIB=SparkFun-Resistors
Package Name Conflict: Package=AXIAL-0.8 from Internal SCH lib=SparkFun-Passives  With Package=AXIAL-0.8 from LIB=SparkFun
Package Name Conflict: Package=AXIAL-0.8 from Internal SCH lib=SparkFun-Passives  With Package=AXIAL-0.8 from LIB=SparkFun-Resistors
Package Name Conflict: Package=AXIAL-5MM from Internal SCH lib=SparkFun-Passives  With Package=AXIAL-5MM from LIB=SparkFun
Package Name Conflict: Package=AXIAL-5MM from Internal SCH lib=SparkFun-Passives  With Package=AXIAL-5MM from LIB=SparkFun-Capacitors
Package Name Conflict: Package=CAP-PTH-5MM from Internal SCH lib=SparkFun-Passives  With Package=CAP-PTH-5MM from LIB=SparkFun
Package Name Conflict: Package=CAP-PTH-5MM from Internal SCH lib=SparkFun-Passives  With Package=CAP-PTH-5MM from LIB=SparkFun-Capacitors
Package Name Conflict: Package=CAP-PTH-LARGE from Internal SCH lib=SparkFun-Passives  With Package=CAP-PTH-LARGE from LIB=SparkFun
Package Name Conflict: Package=CAP-PTH-LARGE from Internal SCH lib=SparkFun-Passives  With Package=CAP-PTH-LARGE from LIB=SparkFun-Capacitors
Package Name Conflict: Package=CAP-PTH-SMALL from Internal SCH lib=SparkFun-Passives  With Package=CAP-PTH-SMALL from LIB=SparkFun
Package Name Conflict: Package=CAP-PTH-SMALL from Internal SCH lib=SparkFun-Passives  With Package=CAP-PTH-SMALL from LIB=SparkFun-Capacitors
Package Name Conflict: Package=CAP-PTH-SMALL-KIT from Internal SCH lib=SparkFun-Passives  With Package=CAP-PTH-SMALL-KIT from LIB=SparkFun-Capacitors
Package Name Conflict: Package=CAP-PTH-SMALL2 from Internal SCH lib=SparkFun-Passives  With Package=CAP-PTH-SMALL2 from LIB=SparkFun
Package Name Conflict: Package=CAP-PTH-SMALL2 from Internal SCH lib=SparkFun-Passives  With Package=CAP-PTH-SMALL2 from LIB=SparkFun-Capacitors
Package Name Conflict: Package=CTZ3 from Internal SCH lib=SparkFun-Passives  With Package=CTZ3 from LIB=SparkFun
Package Name Conflict: Package=CTZ3 from Internal SCH lib=SparkFun-Passives  With Package=CTZ3 from LIB=SparkFun-Capacitors
Package Name Conflict: Package=GRM43D from Internal SCH lib=SparkFun-Passives  With Package=GRM43D from LIB=SparkFun
Package Name Conflict: Package=GRM43D from Internal SCH lib=SparkFun-Passives  With Package=GRM43D from LIB=SparkFun-Capacitors
Package Name Conflict: Package=R2010 from Internal SCH lib=SparkFun-Passives  With Package=R2010 from LIB=SmartPrj
Package Name Conflict: Package=R2010 from Internal SCH lib=SparkFun-Passives  With Package=R2010 from LIB=SparkFun
Package Name Conflict: Package=R2010 from Internal SCH lib=SparkFun-Passives  With Package=R2010 from LIB=SparkFun-Resistors
Package Name Conflict: Package=R2512 from Internal SCH lib=SparkFun-Passives  With Package=R2512 from LIB=SmartPrj
Package Name Conflict: Package=R2512 from Internal SCH lib=SparkFun-Passives  With Package=R2512 from LIB=SparkFun
Package Name Conflict: Package=R2512 from Internal SCH lib=SparkFun-Passives  With Package=R2512 from LIB=SparkFun-Resistors
Device Name Conflict: Device=RESISTOR0603-RES from Internal SCH lib=SparkFun-Resistors  With Device=RESISTOR0603-RES from LIB=SparkFun
Device Name Conflict: Device=RESISTOR0603-RES from Internal SCH lib=SparkFun-Resistors  With Device=RESISTOR0603-RES from LIB=SparkFun-Passives
Device Name Conflict: Device=RESISTOR0805-RES from Internal SCH lib=SparkFun-Resistors  With Device=RESISTOR0805-RES from LIB=SparkFun
Device Name Conflict: Device=RESISTOR0805-RES from Internal SCH lib=SparkFun-Resistors  With Device=RESISTOR0805-RES from LIB=SparkFun-Passives
Device Name Conflict: Device=RESISTOR1206 from Internal SCH lib=SparkFun-Resistors  With Device=RESISTOR1206 from LIB=SparkFun
Device Name Conflict: Device=RESISTOR1206 from Internal SCH lib=SparkFun-Resistors  With Device=RESISTOR1206 from LIB=SparkFun-Passives
Device Name Conflict: Device=RESISTOR2010 from Internal SCH lib=SparkFun-Resistors  With Device=RESISTOR2010 from LIB=SparkFun
Device Name Conflict: Device=RESISTOR2010 from Internal SCH lib=SparkFun-Resistors  With Device=RESISTOR2010 from LIB=SparkFun-Passives
Device Name Conflict: Device=RESISTOR2512 from Internal SCH lib=SparkFun-Resistors  With Device=RESISTOR2512 from LIB=SparkFun
Device Name Conflict: Device=RESISTOR2512 from Internal SCH lib=SparkFun-Resistors  With Device=RESISTOR2512 from LIB=SparkFun-Passives
Device Name Conflict: Device=RESISTORAXIAL-0.3 from Internal SCH lib=SparkFun-Resistors  With Device=RESISTORAXIAL-0.3 from LIB=SparkFun
Device Name Conflict: Device=RESISTORAXIAL-0.3 from Internal SCH lib=SparkFun-Resistors  With Device=RESISTORAXIAL-0.3 from LIB=SparkFun-Passives
Device Name Conflict: Device=RESISTOREZ from Internal SCH lib=SparkFun-Resistors  With Device=RESISTOREZ from LIB=SparkFun-Passives
Device Name Conflict: Device=RESISTORKIT from Internal SCH lib=SparkFun-Resistors  With Device=RESISTORKIT from LIB=SparkFun-Passives
Device Name Conflict: Device=RESISTORPTH-1/2W from Internal SCH lib=SparkFun-Resistors  With Device=RESISTORPTH-1/2W from LIB=SparkFun
Device Name Conflict: Device=RESISTORPTH-1/2W from Internal SCH lib=SparkFun-Resistors  With Device=RESISTORPTH-1/2W from LIB=SparkFun-Passives
Device Name Conflict: Device=RESISTORPTH-1/4W from Internal SCH lib=SparkFun-Resistors  With Device=RESISTORPTH-1/4W from LIB=SparkFun
Device Name Conflict: Device=RESISTORPTH-1/4W from Internal SCH lib=SparkFun-Resistors  With Device=RESISTORPTH-1/4W from LIB=SparkFun-Passives
Device Name Conflict: Device=RESISTORPTH-1/6W from Internal SCH lib=SparkFun-Resistors  With Device=RESISTORPTH-1/6W from LIB=SparkFun
Device Name Conflict: Device=RESISTORPTH-1/6W from Internal SCH lib=SparkFun-Resistors  With Device=RESISTORPTH-1/6W from LIB=SparkFun-Passives
Device Name Conflict: Device=RESISTORPTH-1W from Internal SCH lib=SparkFun-Resistors  With Device=RESISTORPTH-1W from LIB=SparkFun
Device Name Conflict: Device=RESISTORPTH-1W from Internal SCH lib=SparkFun-Resistors  With Device=RESISTORPTH-1W from LIB=SparkFun-Passives
Device Name Conflict: Device=RESISTORPTH-2W from Internal SCH lib=SparkFun-Resistors  With Device=RESISTORPTH-2W from LIB=SparkFun
Device Name Conflict: Device=RESISTORPTH-2W from Internal SCH lib=SparkFun-Resistors  With Device=RESISTORPTH-2W from LIB=SparkFun-Passives
Symbol Name Conflict: Symbol=RESISTOR from Internal SCH lib=SparkFun-Resistors  With Symbol=RESISTOR from LIB=SparkFun
Symbol Name Conflict: Symbol=RESISTOR from Internal SCH lib=SparkFun-Resistors  With Symbol=RESISTOR from LIB=SparkFun-Passives
Package Name Conflict: Package=1/6W-RES from Internal SCH lib=SparkFun-Resistors  With Package=1/6W-RES from LIB=SparkFun
Package Name Conflict: Package=1/6W-RES from Internal SCH lib=SparkFun-Resistors  With Package=1/6W-RES from LIB=SparkFun-Passives
Package Name Conflict: Package=0603-RES from Internal SCH lib=SparkFun-Resistors  With Package=0603-RES from LIB=SparkFun
Package Name Conflict: Package=0603-RES from Internal SCH lib=SparkFun-Resistors  With Package=0603-RES from LIB=SparkFun-Passives
Package Name Conflict: Package=0805 from Internal SCH lib=SparkFun-Resistors  With Package=0805 from LIB=SparkFun
Package Name Conflict: Package=0805 from Internal SCH lib=SparkFun-Resistors  With Package=0805 from LIB=SparkFun-Capacitors
Package Name Conflict: Package=0805 from Internal SCH lib=SparkFun-Resistors  With Package=0805 from LIB=SparkFun-Passives
Package Name Conflict: Package=1206 from Internal SCH lib=SparkFun-Resistors  With Package=1206 from LIB=SparkFun
Package Name Conflict: Package=1206 from Internal SCH lib=SparkFun-Resistors  With Package=1206 from LIB=SparkFun-Capacitors
Package Name Conflict: Package=1206 from Internal SCH lib=SparkFun-Resistors  With Package=1206 from LIB=SparkFun-Passives
Package Name Conflict: Package=AXIAL-0.3 from Internal SCH lib=SparkFun-Resistors  With Package=AXIAL-0.3 from LIB=SparkFun
Package Name Conflict: Package=AXIAL-0.3 from Internal SCH lib=SparkFun-Resistors  With Package=AXIAL-0.3 from LIB=SparkFun-Passives
Package Name Conflict: Package=AXIAL-0.3-KIT from Internal SCH lib=SparkFun-Resistors  With Package=AXIAL-0.3-KIT from LIB=SparkFun-Passives
Package Name Conflict: Package=AXIAL-0.3EZ from Internal SCH lib=SparkFun-Resistors  With Package=AXIAL-0.3EZ from LIB=SparkFun-Passives
Package Name Conflict: Package=AXIAL-0.4 from Internal SCH lib=SparkFun-Resistors  With Package=AXIAL-0.4 from LIB=SparkFun
Package Name Conflict: Package=AXIAL-0.4 from Internal SCH lib=SparkFun-Resistors  With Package=AXIAL-0.4 from LIB=SparkFun-Passives
Package Name Conflict: Package=AXIAL-0.5 from Internal SCH lib=SparkFun-Resistors  With Package=AXIAL-0.5 from LIB=SparkFun
Package Name Conflict: Package=AXIAL-0.5 from Internal SCH lib=SparkFun-Resistors  With Package=AXIAL-0.5 from LIB=SparkFun-Passives
Package Name Conflict: Package=AXIAL-0.6 from Internal SCH lib=SparkFun-Resistors  With Package=AXIAL-0.6 from LIB=SparkFun
Package Name Conflict: Package=AXIAL-0.6 from Internal SCH lib=SparkFun-Resistors  With Package=AXIAL-0.6 from LIB=SparkFun-Passives
Package Name Conflict: Package=AXIAL-0.8 from Internal SCH lib=SparkFun-Resistors  With Package=AXIAL-0.8 from LIB=SparkFun
Package Name Conflict: Package=AXIAL-0.8 from Internal SCH lib=SparkFun-Resistors  With Package=AXIAL-0.8 from LIB=SparkFun-Passives
Package Name Conflict: Package=R2010 from Internal SCH lib=SparkFun-Resistors  With Package=R2010 from LIB=SmartPrj
Package Name Conflict: Package=R2010 from Internal SCH lib=SparkFun-Resistors  With Package=R2010 from LIB=SparkFun
Package Name Conflict: Package=R2010 from Internal SCH lib=SparkFun-Resistors  With Package=R2010 from LIB=SparkFun-Passives
Package Name Conflict: Package=R2512 from Internal SCH lib=SparkFun-Resistors  With Package=R2512 from LIB=SmartPrj
Package Name Conflict: Package=R2512 from Internal SCH lib=SparkFun-Resistors  With Package=R2512 from LIB=SparkFun
Package Name Conflict: Package=R2512 from Internal SCH lib=SparkFun-Resistors  With Package=R2512 from LIB=SparkFun-Passives
Device Name Conflict: Device=CAP_POL1206 from Internal SCH lib=kolosy  With Device=CAP_POL1206 from LIB=SparkFun
Device Name Conflict: Device=CAP_POL1206-KIT from Internal SCH lib=kolosy  With Device=CAP_POL1206-KIT from LIB=SparkFun
Device Name Conflict: Device=CAP_POL3528 from Internal SCH lib=kolosy  With Device=CAP_POL3528 from LIB=SparkFun
Device Name Conflict: Device=CAP_POL3528-KIT from Internal SCH lib=kolosy  With Device=CAP_POL3528-KIT from LIB=SparkFun
Device Name Conflict: Device=CAP_POL6032 from Internal SCH lib=kolosy  With Device=CAP_POL6032 from LIB=SparkFun
Device Name Conflict: Device=CAP_POL7343 from Internal SCH lib=kolosy  With Device=CAP_POL7343 from LIB=SparkFun
Device Name Conflict: Device=CAP_POLC from Internal SCH lib=kolosy  With Device=CAP_POLC from LIB=SparkFun
Device Name Conflict: Device=CAP_POLD from Internal SCH lib=kolosy  With Device=CAP_POLD from LIB=SparkFun
Device Name Conflict: Device=CAP_POLE from Internal SCH lib=kolosy  With Device=CAP_POLE from LIB=SparkFun
Device Name Conflict: Device=CAP_POLEN_J2 from Internal SCH lib=kolosy  With Device=CAP_POLEN_J2 from LIB=SparkFun
